Gene,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,cond9,cond10,cond11,cond12,cond13,cond14,cond15,cond16,cond17
YER084W,0,69,69,0,69,69,0,69,69,0,69,69,69,69,69,69,0
YER093C,161,208,161,161,208,208,139,195,195,139,161,179,195,179,179,179,161
YER095W,179,248,271,264,230,220,195,208,208,220,256,264,256,230,208,208,179
YER096W,69,69,69,110,69,69,0,0,0,0,0,0,0,0,0,0,0
YER099C,264,304,256,277,264,264,271,300,277,230,256,264,248,264,271,264,240
YER102W,449,434,460,471,457,423,449,450,414,484,447,425,434,411,425,434,454
YER103W,294,195,161,195,110,110,110,139,110,69,110,110,139,110,139,69,110
YER104W,0,69,139,69,110,69,0,69,69,69,110,110,139,110,69,69,69
YER105C,161,195,161,139,179,195,139,179,195,139,161,179,208,195,161,179,161
YER107C,220,283,248,220,264,264,264,271,264,220,230,248,271,248,230,256,248
YER111C,139,161,195,139,110,110,110,139,139,161,179,161,161,110,69,69,110
YER113C,139,179,179,161,161,139,161,195,179,110,161,161,179,110,139,110,110
YER114C,139,139,110,161,179,195,179,195,161,69,110,110,195,139,139,110,139
YER117W,361,371,389,399,381,347,350,364,350,422,385,391,378,371,389,395,383
YER118C,161,195,240,248,230,230,195,208,195,139,208,248,277,240,195,208,195
YER119C,195,139,110,69,161,139,69,110,110,69,110,139,161,139,110,139,139
YER121W,248,179,139,161,139,110,110,110,110,69,110,139,139,139,69,110,139
YER123W,179,179,139,179,179,179,179,208,179,110,139,161,195,139,139,179,179
YER124C,0,161,0,0,0,0,0,0,0,69,208,208,179,110,69,69,69
YER128W,289,208,208,240,195,195,208,220,208,139,179,179,220,195,195,179,195
YER129W,110,139,139,139,161,161,161,161,139,69,110,110,179,139,69,110,110
YER131W,445,447,462,477,483,460,474,452,430,496,448,461,456,460,423,463,469
YER132C,289,304,271,271,300,309,289,283,256,240,230,240,264,256,179,248,271
YER137C,289,314,283,294,230,240,248,256,240,195,208,208,220,208,220,208,195
YER138C,356,337,353,340,347,300,326,330,304,347,337,314,333,309,322,326,389
YER139C,110,110,69,0,0,0,69,110,110,0,69,0,69,0,69,69,69
YER140W,161,139,110,110,139,139,161,195,179,110,110,110,179,161,139,179,179
YER141W,208,161,110,161,179,195,161,179,179,179,208,220,240,220,208,208,195
YER142C,195,110,69,110,110,69,69,69,110,110,110,110,139,110,69,110,110
YER143W,139,69,110,69,110,110,69,69,139,69,110,110,139,69,69,110,110
YER147C,161,161,195,195,139,139,161,179,161,161,161,161,161,139,161,139,110
YER148W,289,318,300,314,294,300,304,314,309,277,289,294,309,309,304,318,309
YER150W,340,248,161,139,69,69,69,139,161,110,110,69,69,69,0,69,110
YER152C,283,283,304,314,277,248,240,240,220,220,264,264,289,248,220,208,220
YER155C,208,271,230,220,256,264,230,248,256,208,240,264,277,248,230,240,230
YER160C,347,340,330,347,340,300,318,318,318,333,337,326,333,314,330,343,385
YER166W,139,161,110,110,161,161,139,139,139,69,110,139,161,139,139,139,110
YER168C,230,230,220,220,220,230,220,230,220,161,179,195,230,208,161,208,208
YER170W,69,69,139,110,69,69,0,0,0,0,110,139,110,69,69,69,69
YER171W,139,208,161,179,179,161,195,195,195,110,139,161,179,161,161,161,139
YER172C,139,240,179,161,179,161,195,208,195,161,179,179,161,179,179,179,161
YER174C,208,220,264,289,208,220,208,230,230,179,230,220,240,220,230,220,220
YER175C,110,69,69,69,69,69,110,110,69,0,69,69,139,110,139,139,139
YER179W,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER187W,69,69,0,69,0,0,0,69,69,0,0,0,69,0,69,0,0
YER188W,195,110,179,179,139,139,110,139,110,110,179,179,195,139,139,139,139
YER189W,110,139,139,69,139,110,139,161,110,69,110,110,110,69,69,69,69
YER190W,364,366,403,387,358,330,361,374,366,404,409,376,358,333,361,330,347
YFL001W,161,220,179,179,179,179,139,161,179,110,139,161,179,161,139,161,139
YFL005W,271,309,294,322,309,277,326,318,309,294,294,300,289,294,309,318,294
YFL006W,179,230,161,139,161,179,195,220,208,161,179,161,161,139,161,179,139
YFL007W,0,69,0,69,0,69,69,110,69,0,69,0,69,0,0,0,0
YFL008W,161,208,264,240,195,161,161,139,161,179,240,220,220,195,161,139,139
YFL014W,406,391,369,356,289,248,220,195,179,220,220,264,300,309,294,322,304
YFL016C,283,220,195,195,195,195,179,179,208,208,208,220,220,220,220,240,230
YFL018C,309,300,271,330,318,304,294,318,318,318,318,309,277,294,304,314,300
YFL022C,289,309,318,309,318,318,289,314,304,271,289,289,326,304,277,314,300
YFL030W,139,69,0,69,0,0,0,0,69,0,0,0,0,0,0,0,0
YFL032W,208,195,208,220,208,179,195,195,139,110,110,110,139,110,110,110,139
YFL036W,110,161,69,110,110,139,139,139,139,69,110,110,110,110,110,139,139
YFL039C,366,366,383,381,371,347,358,353,358,391,366,364,364,350,361,387,369
YFL043C,179,110,110,110,110,110,110,110,139,110,110,110,110,110,139,110,110
YFL044C,161,110,0,0,0,0,69,69,69,0,69,69,69,0,69,69,110
YFL048C,309,304,294,300,309,318,309,304,300,277,283,304,318,309,271,322,318
YFL054C,161,110,110,139,69,69,69,69,110,69,69,69,0,69,69,69,69
YFL056C,69,69,69,110,69,69,69,69,69,0,69,0,69,0,0,0,0
YFL057C,283,271,300,277,248,230,248,248,248,248,264,240,240,230,248,230,248
YFL058W,271,208,230,240,195,161,139,139,139,139,110,110,161,139,139,110,110
YFL059W,208,230,208,179,139,139,69,69,69,0,69,110,110,69,0,0,0
YFL060C,139,139,139,110,69,69,0,69,69,0,69,110,110,69,69,69,69
YFL064C,139,161,139,139,110,110,139,139,139,69,139,139,161,110,110,110,110
YFL065C,195,220,179,179,179,139,195,179,179,161,220,208,195,161,161,179,195
YFL067W,161,179,179,179,110,110,161,179,179,139,195,179,161,139,195,161,161
YFR003C,230,139,69,139,179,161,139,139,161,139,161,161,195,179,161,161,179
YFR008W,139,69,0,69,69,110,110,69,69,0,69,110,69,69,69,69,69
YFR015C,208,69,69,161,139,110,110,161,195,139,161,139,139,110,139,139,195
YFR017C,208,69,139,161,161,139,0,69,110,69,69,110,110,69,69,69,110
YFR019W,110,110,69,69,139,161,139,139,110,0,69,110,110,69,69,69,69
YFR020W,139,110,69,110,69,110,110,110,110,69,69,110,110,69,69,110,110
YFR023W,208,161,110,110,69,69,69,69,69,0,0,0,0,0,0,0,0
YFR024C,230,161,161,195,161,139,179,179,195,139,179,161,208,139,161,161,139
YFR026C,161,161,179,110,110,69,0,69,69,69,110,110,69,69,0,0,69
YFR027W,69,139,195,161,69,69,69,0,69,69,110,110,69,69,0,0,0
YFR030W,195,179,179,248,318,300,230,195,179,161,179,179,240,220,208,220,220
YFR032C,69,69,69,110,0,0,69,69,0,0,0,0,0,0,69,0,0
YFR035C,139,161,179,139,195,161,110,139,110,139,69,69,110,110,69,110,110
YFR041C,161,139,195,179,110,139,161,161,179,110,179,161,179,139,161,110,139
YFR053C,294,110,161,195,161,110,69,69,139,161,179,195,208,179,139,195,230
YFR055W,179,195,110,110,110,139,139,161,161,0,110,161,179,161,195,208,195
YFR056C,110,110,69,0,0,69,69,69,110,0,0,69,110,139,110,139,161
YGL006W,110,69,0,69,69,69,0,69,139,69,110,110,110,110,110,110,110
YGL010W,161,139,161,139,161,161,110,161,161,110,110,139,139,110,110,110,139
YGL013C,208,179,139,179,208,208,179,195,179,139,139,161,208,179,161,161,179
YGL016W,179,195,220,208,179,179,179,179,179,139,161,139,161,110,139,110,139
YGL021W,139,139,139,161,208,248,271,264,256,161,161,179,208,240,248,248,220
YGL025C,208,179,195,256,195,220,230,220,139,139,139,139,110,110,110,139,161
YGL028C,110,110,0,69,69,69,69,0,0,161,220,195,195,110,69,0,110
YGL032C,161,139,69,69,69,69,69,0,0,0,0,0,69,69,0,0,0
YGL037C,413,369,326,277,248,248,230,230,277,304,326,333,326,314,314,337,356
YGL039W,240,179,195,220,195,208,161,179,161,110,110,110,110,110,139,139,161
YGL053W,179,69,69,69,69,69,69,110,110,69,110,110,110,69,110,69,110
YGL055W,330,356,393,387,356,304,256,230,248,271,289,264,264,240,283,271,309
YGL060W,69,0,110,110,69,69,69,69,69,69,69,110,110,110,69,69,69
YGL061C,139,179,220,240,195,195,161,139,139,110,161,179,195,179,139,139,139
YGL062W,179,139,69,69,69,69,69,69,139,69,69,110,161,110,110,110,110
YGL063W,69,69,69,69,69,69,69,69,69,0,0,0,0,0,0,0,0
YGL075C,69,69,110,110,69,69,69,0,0,0,69,69,69,69,0,0,0
YGL081W,179,110,69,110,110,110,69,110,69,0,0,69,69,69,0,0,0
YGL085W,139,139,110,139,110,139,139,110,139,69,69,110,139,110,110,110,110
YGL088W,69,110,69,69,0,0,0,0,69,0,0,0,0,0,69,0,69
YGL089C,179,314,277,230,161,230,161,179,264,318,353,350,318,318,333,333,369
YGL090W,69,139,69,0,69,69,69,69,69,69,110,110,69,110,110,69,139
YGL093W,179,161,230,220,220,208,179,161,139,139,179,195,208,195,195,139,139
YGL096W,195,161,110,69,110,110,69,69,69,0,69,69,110,69,0,69,69
YGL099W,195,256,240,230,220,220,240,220,240,208,195,208,220,208,208,208,179
YGL101W,139,179,161,220,220,230,248,220,208,110,179,220,248,240,256,230,195
YGL102C,350,358,374,374,369,347,358,347,366,445,401,393,353,361,409,406,374
YGL104C,139,69,0,69,0,69,69,110,69,0,69,69,110,69,69,69,110
YGL106W,350,322,337,353,326,333,347,353,337,314,326,322,333,314,330,309,326
YGL112C,179,179,179,208,161,179,208,195,195,139,161,161,208,195,179,179,139
YGL116W,69,69,69,69,69,110,195,220,208,69,110,69,69,69,139,139,161
YGL117W,289,277,294,271,240,240,240,230,240,208,256,264,283,289,304,309,326
YGL121C,309,322,289,240,208,195,139,139,139,69,139,161,161,139,139,139,139
YGL125W,195,179,208,277,283,283,271,256,248,208,230,240,300,264,240,264,264
YGL126W,289,240,264,248,208,195,179,179,208,179,220,220,220,208,195,195,179
YGL127C,240,208,195,208,179,179,195,179,240,220,230,220,179,195,208,179,195
YGL128C,208,110,139,161,161,161,139,139,139,69,110,110,139,110,110,110,139
YGL129C,230,220,161,139,110,110,139,139,195,110,179,139,161,161,139,139,195
YGL130W,256,230,248,256,230,230,240,248,240,208,230,220,248,230,240,220,230
YGL131C,110,0,0,0,69,69,69,69,69,0,0,0,69,69,69,69,69
YGL141W,110,69,0,0,69,69,69,69,110,0,69,69,0,0,69,0,69
YGL144C,69,110,110,69,69,0,69,69,69,0,69,0,69,0,69,0,0
YGL151W,195,161,161,161,161,179,179,179,195,110,161,179,179,179,161,179,139
YGL155W,139,110,110,139,69,110,139,139,139,69,110,110,139,110,139,110,110
YGL156W,220,179,139,110,69,110,110,110,139,69,110,110,195,139,110,110,110
YGL160W,179,139,139,139,139,161,139,139,179,139,161,179,220,161,139,161,179
YGL166W,230,161,161,208,161,161,161,139,161,110,139,139,139,110,139,139,139
YGL170C,139,110,110,69,0,69,69,69,0,0,0,0,0,0,0,0,0
YGL179C,195,110,110,110,110,110,69,69,69,0,69,69,0,0,69,0,0
YGL181W,304,277,230,294,318,271,283,294,304,277,264,271,271,289,318,300,294
YGL184C,161,139,161,277,283,240,110,69,69,0,69,69,139,110,110,139,179
YGL187C,300,277,240,248,294,322,300,294,322,300,318,330,326,322,326,343,340
YGL188C,161,195,179,139,110,161,139,110,195,195,195,179,179,220,208,248,240
YGL196W,271,161,139,161,161,179,179,179,179,110,161,179,208,179,195,161,179
YGL197W,110,69,69,110,110,110,161,161,161,69,110,69,110,110,110,69,139
YGL201C,110,161,110,110,69,110,161,195,195,139,161,139,110,110,139,139,161
YGL204C,220,208,179,161,110,110,110,69,110,0,69,69,69,69,69,0,0
YGL208W,161,69,69,69,69,69,69,110,110,0,69,69,69,69,69,69,110
YGL209W,69,69,139,208,220,230,208,240,230,139,139,69,161,110,139,139,179
YGL211W,179,179,139,161,161,195,139,179,179,69,139,161,195,161,139,139,110
YGL214W,220,240,240,240,230,256,240,240,240,179,195,220,240,230,195,240,230
YGL218W,110,110,69,110,69,110,110,110,139,69,69,110,110,69,110,110,69
YGL219C,220,139,161,195,179,179,179,179,195,139,179,179,161,161,195,179,208
YGL227W,69,69,69,0,69,69,0,69,69,0,69,110,69,69,69,69,69
YGL229C,69,0,0,0,0,0,69,0,69,0,69,69,69,69,69,69,69
YGL230C,240,230,195,179,139,110,69,0,0,0,0,0,0,0,69,0,0
YGL232W,256,256,220,220,179,208,220,208,248,195,220,220,208,220,264,230,220
YGL234W,208,240,277,264,230,220,230,230,220,161,161,179,195,195,208,179,179
YGL236C,195,139,69,110,69,110,110,139,139,69,110,69,139,69,110,69,110
YGL246C,179,208,179,161,139,161,179,179,195,110,161,161,161,139,195,139,161
YGL248W,256,161,139,161,161,179,179,195,195,161,179,179,195,161,179,161,161
YGL249W,110,69,0,0,0,0,69,69,69,0,0,0,0,0,0,0,0
YGL250W,139,69,0,69,69,69,69,69,110,0,69,69,69,69,69,69,69
YGL255W,161,195,179,195,208,240,256,240,240,161,161,179,230,230,248,256,230
YGL262W,139,69,110,69,0,0,0,0,69,0,69,69,0,0,0,0,0
YGR002C,208,208,179,195,195,220,179,195,208,110,139,179,195,179,139,179,179
YGR008C,411,340,289,322,300,294,271,271,283,264,289,294,283,294,309,309,340
YGR010W,139,110,110,110,69,110,110,110,139,69,110,110,139,69,110,69,69
YGR014W,195,240,300,294,300,304,264,248,220,195,240,271,300,264,230,256,248
YGR019W,271,195,139,161,161,179,179,161,208,161,179,195,179,139,195,179,161
YGR023W,220,139,110,161,139,179,195,195,179,110,110,110,161,139,139,139,161
YGR029W,264,283,283,230,256,277,271,240,271,248,256,264,240,271,256,283,277
YGR032W,304,271,277,289,264,271,264,240,240,208,220,220,195,179,179,161,161
YGR035C,179,139,110,161,208,240,264,300,322,240,240,208,220,220,248,240,256
YGR039W,220,220,179,139,110,110,69,69,69,0,69,110,110,69,69,69,69
YGR041W,69,69,110,69,69,69,69,0,69,69,139,139,139,69,69,0,69
YGR042W,208,230,256,220,208,220,220,208,220,161,208,220,230,208,195,208,208
YGR043C,179,110,69,69,0,0,0,0,69,0,0,0,0,0,69,0,0
YGR044C,240,139,110,139,139,208,161,110,208,248,277,264,230,195,139,161,230
YGR049W,371,322,358,356,350,340,333,330,343,347,350,337,358,343,337,340,343
YGR053C,110,0,0,0,0,0,0,0,0,0,69,69,69,0,0,0,69
YGR055W,139,161,179,264,277,256,195,179,208,179,208,240,256,240,230,240,230
YGR058W,110,0,0,69,69,110,69,69,69,0,0,0,0,0,0,0,0
YGR065C,69,69,0,69,0,69,0,69,110,0,69,69,69,69,69,69,69
YGR068C,69,69,0,0,69,110,69,69,69,0,0,69,69,69,0,69,0
YGR070W,139,69,69,69,69,110,110,110,161,69,69,110,110,110,69,110,110
YGR082W,326,326,326,314,309,330,326,322,314,304,309,322,318,314,300,314,314
YGR083C,230,240,220,220,230,240,240,220,240,195,208,220,208,220,240,208,195
YGR088W,139,0,0,110,0,0,0,0,0,0,69,69,110,69,69,69,69
YGR089W,195,208,161,179,248,271,240,240,220,161,195,220,248,240,195,208,230
YGR090W,230,300,289,256,271,283,264,256,271,220,248,271,271,240,248,240,240
YGR092W,161,161,161,161,179,230,256,271,277,195,208,208,195,195,195,230,230
YGR098C,139,139,139,179,139,179,179,161,139,0,110,110,161,161,161,110,69
YGR099W,69,69,139,139,110,139,139,110,69,0,69,110,139,110,110,69,0
YGR100W,179,110,110,139,110,139,139,161,161,110,161,139,161,110,139,110,110
YGR104C,161,139,139,161,110,139,139,139,161,69,110,139,161,139,110,110,110
YGR105W,318,318,322,314,300,326,337,322,326,309,318,330,309,326,322,318,309
YGR108W,69,161,110,139,179,256,277,264,264,139,161,161,179,230,248,240,240
YGR109C,208,264,333,256,139,161,179,139,139,240,277,240,208,195,161,139,161
YGR112W,139,110,0,110,69,110,110,110,110,0,110,110,139,69,110,69,110
YGR113W,161,161,208,195,179,220,161,179,195,110,195,230,256,240,230,220,195
YGR114C,0,0,69,0,0,69,0,69,69,0,0,0,69,69,69,69,69
YGR118W,353,343,361,358,353,333,361,337,340,411,369,369,333,330,369,364,343
YGR122W,110,69,69,110,69,69,69,69,69,69,69,69,110,69,69,69,69
YGR129W,208,139,69,110,139,179,179,179,179,110,110,139,139,161,139,161,161
YGR131W,195,230,220,240,230,208,195,179,195,179,161,179,139,139,139,139,139
YGR138C,195,69,110,139,179,220,161,110,69,0,69,110,139,110,110,110,110
YGR140W,161,179,240,230,230,248,208,161,161,110,161,195,220,208,161,139,110
YGR142W,179,0,0,69,0,0,0,0,69,0,0,0,0,0,69,69,69
YGR143W,110,110,0,69,69,110,179,195,220,110,139,110,69,69,161,179,179
YGR146C,356,314,309,326,277,277,294,322,326,277,271,240,283,240,248,264,294
YGR149W,110,69,69,69,69,110,0,69,110,69,139,110,139,110,110,69,110
YGR150C,139,139,110,69,69,110,69,69,110,69,110,110,161,110,69,110,110
YGR151C,309,333,381,361,309,300,283,264,271,314,318,326,322,304,256,277,283
YGR152C,195,240,289,271,208,208,195,161,195,208,256,264,230,208,195,161,161
YGR153W,110,110,139,139,110,110,110,110,110,69,139,139,110,110,139,69,69
YGR154C,69,69,0,69,0,0,0,0,69,0,0,69,0,0,69,0,0
YGR159C,322,374,374,366,376,340,371,387,364,337,369,356,347,326,358,337,343
YGR162W,230,294,304,289,289,304,264,264,289,230,248,264,294,240,264,256,240
YGR164W,69,110,110,139,161,161,161,139,139,110,139,195,110,139,139,139,110
YGR169C,161,179,110,110,69,110,110,110,139,69,69,69,110,110,110,69,110
YGR180C,294,283,289,318,277,283,294,264,330,294,330,322,289,283,330,300,277
YGR187C,220,264,240,208,220,248,240,240,240,161,208,220,230,208,230,208,208
YGR188C,0,69,110,110,69,69,0,0,0,0,0,69,69,0,0,0,0
YGR189C,383,371,423,397,378,371,358,337,340,366,374,376,387,343,309,340,364
YGR190C,69,69,0,0,0,69,69,69,110,0,69,69,110,0,0,0,0
YGR194C,195,69,0,110,69,69,69,69,139,69,110,110,139,139,110,110,110
YGR197C,110,69,110,139,69,69,69,110,110,0,69,69,110,69,69,69,69
YGR200C,220,277,283,240,256,277,256,256,271,208,220,240,277,248,248,271,264
YGR206W,271,264,220,195,179,195,195,179,248,195,220,230,179,208,230,240,208
YGR207C,179,139,110,161,179,179,179,139,179,139,161,179,139,139,179,139,139
YGR212W,139,69,0,0,69,69,69,69,69,0,69,69,69,69,69,0,69
YGR214W,404,395,423,404,409,399,403,393,391,447,409,414,403,408,409,423,413
YGR216C,179,179,179,179,161,195,195,179,195,110,139,161,179,179,161,161,161
YGR221C,110,0,161,110,0,69,0,0,0,0,139,110,110,69,0,0,0
YGR230W,220,208,179,161,161,208,248,283,289,195,161,161,139,161,179,230,230
YGR238C,139,139,179,139,139,161,110,110,69,69,110,139,139,110,69,69,69
YGR239C,220,179,195,179,195,220,195,195,195,110,139,179,230,179,161,179,195
YGR243W,161,69,69,139,110,110,110,161,195,161,139,139,139,139,110,110,139
YGR245C,139,220,179,195,195,208,208,195,230,110,179,179,179,195,208,161,139
YGR249W,69,69,0,69,0,69,69,69,69,0,0,0,0,0,0,0,0
YGR259C,110,69,0,0,0,69,69,110,110,0,69,69,69,0,69,0,0
YGR263C,271,220,208,230,161,208,179,208,161,139,195,195,195,195,195,161,208
YGR265W,0,69,69,0,0,69,69,69,69,0,0,69,110,69,0,0,69
YGR268C,220,139,110,161,110,161,139,139,139,110,110,139,161,139,69,110,139
YGR271W,69,69,0,0,0,0,69,69,110,0,0,0,0,0,69,0,0
YGR275W,256,230,248,271,220,230,248,248,240,208,264,248,230,195,248,179,195
YGR286C,240,289,340,333,294,264,248,248,220,139,195,195,220,161,139,139,179
YGR288W,110,69,0,69,0,0,69,69,69,0,0,0,69,0,0,0,0
YGR289C,110,110,139,139,110,110,69,69,110,69,110,110,69,69,69,69,69
YHL001W,371,391,401,408,376,364,393,369,358,393,369,364,364,374,376,381,389
YHL007C,110,161,110,110,161,195,161,139,161,110,139,161,161,110,161,110,110
YHL013C,139,179,161,161,139,110,139,110,161,110,161,161,139,161,161,110,139
YHL017W,277,240,220,248,195,240,240,264,240,161,195,179,248,230,220,220,256
YHL021C,256,139,110,110,110,139,139,110,161,139,161,179,208,179,179,208,230
YHL023C,240,220,208,220,208,240,230,220,220,179,195,208,230,220,195,195,208
YHL024W,139,0,0,69,69,69,0,69,69,0,0,0,69,0,0,69,69
YHL026C,139,139,69,69,69,110,139,179,230,139,110,69,0,69,110,110,139
YHL028W,0,0,0,0,0,139,208,230,161,0,0,0,69,69,139,161,179
YHL035C,110,69,0,0,0,69,0,0,69,0,0,69,110,69,69,69,69
YHL036W,0,0,69,110,69,69,0,0,0,0,69,69,0,0,69,0,69
YHL039W,179,208,161,179,161,195,195,179,220,179,195,195,161,179,208,179,161
YHL042W,110,69,0,69,0,69,69,69,0,0,0,0,0,0,0,0,0
YHL043W,139,69,69,69,69,69,69,110,69,0,69,69,69,0,0,0,69
YHL044W,208,161,110,139,110,110,110,139,139,69,139,139,161,110,110,110,110
YHL049C,69,69,110,161,69,139,139,139,110,69,110,110,161,110,69,69,69
YHR001W,161,139,110,139,139,161,139,139,161,110,110,139,161,139,110,139,110
YHR002W,69,69,0,69,0,69,0,69,69,0,69,69,69,69,69,0,0
YHR004C,139,110,110,161,110,110,110,139,139,69,110,110,139,110,110,69,69
YHR005C,195,220,195,139,110,139,179,208,230,220,248,195,179,139,195,179,220
YHR009C,240,230,220,230,220,248,220,220,230,161,208,220,264,208,195,195,220
YHR012W,220,195,179,195,161,179,179,179,220,161,208,208,195,179,208,179,179
YHR013C,161,208,179,179,179,195,195,195,220,161,220,220,179,195,230,179,179
YHR014W,161,161,139,139,69,69,69,69,69,0,0,0,69,0,0,0,0
YHR015W,161,139,69,69,69,69,69,69,69,0,69,69,69,69,69,0,69
YHR016C,179,69,0,110,69,69,69,110,139,110,161,139,161,110,110,110,139
YHR018C,277,256,240,256,283,309,277,264,289,248,304,340,364,340,350,347,358
YHR022C,195,110,69,69,0,69,69,69,110,110,139,139,139,110,69,110,139
YHR023W,195,161,161,179,230,283,318,309,289,230,230,220,220,256,264,264,277
YHR029C,208,195,161,179,179,208,240,248,248,195,248,240,256,240,294,271,283
YHR031C,110,69,69,69,110,161,110,110,139,0,69,110,161,110,110,69,69
YHR037W,195,110,0,69,69,139,139,161,195,110,179,195,179,161,195,179,179
